540;-453;-266;793
544;-474;-257;792
548;-488;-252;765
552;-519;-246;822
556;-523;-275;806
560;-567;-287;840
564;-494;-277;914
568;-498;-296;877
572;-503;-262;914
576;-496;-296;883
580;-515;-311;934
584;-540;-332;855
588;-494;-317;843
592;-557;-217;1006
596;-546;-234;1139
600;-407;-109;990
604;-500;-238;1118
608;-326;-246;833
612;-259;-286;737
616;-295;-345;904
620;-215;-225;992
624;-191;-223;914
628;-163;-153;949
632;-220;-144;1000
636;-326;-295;911
640;-352;-328;854
644;-362;-295;863
648;-361;-294;853
652;-379;-263;846
656;-400;-275;846
660;-409;-298;813
664;-455;-290;786
668;-476;-292;782
672;-522;-275;782
676;-546;-273;818
680;-554;-264;830
684;-536;-259;844
688;-569;-274;857
692;-546;-269;860
696;-524;-256;856
700;-539;-274;848
704;-557;-232;885
708;-533;-253;887
712;-529;-249;910
716;-531;-254;959
720;-532;-226;1057
724;-529;-252;961
728;-475;-263;939
732;-415;-265;869
736;-372;-230;902
740;-387;-264;903
744;-382;-273;897
748;-428;-246;898
752;-466;-254;857
756;-486;-260;838
760;-520;-301;798
764;-440;-268;920
768;-378;-219;1017
772;-421;-277;974
776;-477;-282;912
780;-481;-293;856
784;-471;-304;841
788;-471;-289;830
792;-482;-286;831
796;-455;-253;818
800;-448;-272;804
804;-442;-266;794
808;-410;-274;816
812;-409;-305;828
816;-398;-287;861
820;-399;-298;894
824;-416;-286;931
828;-406;-278;949
832;-399;-273;958
836;-388;-265;926
840;-387;-269;870
844;-404;-294;868
848;-438;-300;902
852;-430;-304;890
856;-423;-291;895
860;-431;-291;893
864;-431;-300;884
868;-444;-312;932
872;-393;-235;903
876;-435;-239;852
880;-456;-262;844
884;-453;-282;824
888;-443;-272;846
892;-456;-312;903
896;-406;-265;883
900;-411;-269;873
904;-437;-299;855
908;-432;-289;838
912;-387;-267;875
916;-296;-277;926
920;-358;-285;929
924;-402;-279;896
928;-428;-285;894
932;-462;-282;897
936;-463;-286;897
940;-448;-279;896
944;-420;-272;914
948;-429;-272;926
952;-426;-267;939
956;-431;-264;917
960;-433;-266;917
964;-447;-264;903
968;-470;-267;906
972;-475;-262;888
976;-441;-270;867
980;-429;-269;856
984;-440;-274;849
988;-455;-275;852
992;-461;-272;857
996;-447;-267;872
1000;-433;-253;888
1004;-426;-260;889
1008;-433;-249;884
1012;-434;-261;911
1016;-445;-279;911
1020;-452;-279;918
1024;-453;-279;918
1028;-432;-281;926
1032;-424;-284;939
1036;-424;-289;928
1040;-416;-279;933
1044;-408;-277;929
1048;-401;-274;913
1052;-399;-274;899
1056;-401;-270;891
1060;-400;-273;903
1064;-414;-272;903
1068;-414;-276;915
1072;-412;-274;908
1076;-414;-275;919
1080;-421;-285;918
1084;-429;-283;912
1088;-431;-282;911
1092;-425;-274;908
1096;-426;-279;906
1100;-427;-277;909
1104;-422;-271;903
1108;-415;-281;912
1112;-413;-271;912
1116;-418;-274;910
1120;-421;-280;902
1124;-415;-276;913
1128;-404;-269;915
1132;-408;-268;914
1136;-405;-268;902
1140;-410;-268;905
1144;-419;-264;913
1148;-409;-269;897
1152;-417;-271;907
1156;-418;-263;887
1160;-409;-260;882
1164;-409;-263;867
1168;-412;-278;881
1172;-405;-266;884
1176;-404;-270;876
1180;-401;-279;884
1184;-407;-262;884
1188;-407;-272;877
1192;-413;-278;885
1196;-414;-279;889
1200;-409;-287;894
1204;-414;-279;912
1208;-416;-281;909
1212;-407;-280;915
1216;-399;-271;921
1220;-397;-276;915
1224;-392;-268;913
1228;-393;-269;907
1232;-392;-270;901
1236;-386;-276;899
1240;-388;-277;898
1244;-387;-271;904
1248;-383;-283;893
1252;-380;-292;870
1256;-277;-268;863
1260;-361;-272;880
1264;-392;-307;821
1268;-385;-281;840
1272;-391;-290;883
1276;-408;-274;925
1280;-406;-282;918
1284;-403;-287;891
1288;-404;-269;920
1292;-401;-271;906
1296;-389;-281;886
1300;-393;-258;900
1304;-406;-242;928
1308;-394;-275;899
1312;-386;-288;895
1316;-374;-261;954
1320;-381;-274;938
1324;-391;-262;923
1328;-378;-259;933
1332;-371;-268;929
1336;-358;-278;937
1340;-372;-273;927
1344;-377;-272;914
1348;-378;-280;895
1352;-372;-282;903
1356;-363;-280;883
1360;-360;-274;878
1364;-354;-270;869
1368;-353;-262;873
1372;-368;-264;884
1376;-361;-267;907
1380;-363;-254;925
1384;-363;-270;932
1388;-352;-254;932
1392;-313;-258;918
1396;-305;-249;917
1400;-318;-238;921
1404;-346;-266;903
1408;-347;-258;891
1412;-353;-242;895
1416;-349;-254;849
1420;-333;-246;867
1424;-334;-222;864
1428;-334;-253;856
1432;-320;-183;921
1436;-315;-198;907
1440;-337;-211;919
1444;-357;-291;931
1448;-471;-380;1067
1452;-533;-200;987
1456;-480;-239;980
1460;-423;-265;944
1464;-418;-261;957
1468;-418;-249;942
1472;-433;-260;918
1476;-426;-263;921
1480;-433;-239;914
1484;-441;-264;915
1488;-453;-258;924
1492;-453;-246;924
1496;-446;-236;940
1500;-419;-230;952
1504;-416;-218;964
1508;-395;-211;943
1512;-399;-211;925
1516;-413;-223;917
1520;-424;-223;924
1524;-431;-221;922
1528;-433;-224;918
1532;-438;-226;916
1536;-436;-225;909
1540;-439;-219;918
1544;-447;-224;912
1548;-436;-222;917
1552;-439;-222;916
1556;-439;-233;913
1560;-438;-220;916
1564;-453;-229;924
1568;-458;-236;955
1572;-456;-245;979
1576;-462;-245;984
1580;-462;-244;984
1584;-465;-246;977
1588;-472;-245;964
1592;-473;-251;948
1596;-455;-233;935
1600;-447;-221;935
1604;-429;-218;926
4417;-292;-193;886
4421;-292;-193;886
4425;-1295;-678;853
4429;2947;-259;-379
4433;-424;-181;746
4437;-353;-659;128
4441;-810;-658;111
4445;-486;-534;84
4449;-65;-249;1752
4453;1023;252;1175
4457;394;159;1504
4461;254;-171;1092
4465;534;41;742
4469;1644;1066;3763
4473;391;-100;1000
4477;1561;450;1498
4481;331;-179;210
4485;-248;-529;367
4489;567;-19;1160
4493;258;-169;1502
4497;412;34;2021
4501;375;-92;1686
4505;425;-204;1233
4509;440;-253;1006
4513;469;-460;-777
4517;18;-116;51
4521;97;-143;796
4525;378;20;1485
4529;156;-266;1032
4533;52;-411;909
4537;668;-152;1368
4541;414;-160;1013
4545;276;-149;1043
4549;249;-241;1007
4553;132;-232;766
4557;229;-179;897
4561;25;-144;805
4565;57;-179;921
4569;246;-168;1101
4573;234;-207;1134
4577;358;-193;1128
4581;252;-105;992
4585;231;-76;955
4589;243;-92;929
4593;236;-83;917
4597;230;-98;949
4601;162;-84;985
4605;156;-27;1160
4609;239;21;1293
4613;92;-13;1289
4617;140;-4;1211
4621;173;6;1158
4625;195;-13;1150
4629;223;5;1091
4633;276;-13;1097
4637;386;18;1073
4641;374;-10;1128
4645;360;-76;943
4649;480;8;901
4653;421;-21;847
4657;526;-23;762
4661;449;-9;747
4665;302;-71;615
4669;556;-45;511
4673;569;9;549
4677;451;-3;597
4681;573;3;725
4685;546;-25;609
4689;363;-19;670
4693;499;46;964
4697;526;63;1083
4701;587;32;804
4705;363;68;1005
4709;540;157;1363
4713;416;74;1043
4717;347;72;1007
4721;240;-36;920
4725;-2;-100;943
4729;261;20;1142
4733;505;88;1107
4737;277;14;1038
4741;110;-62;982
4745;203;-38;984
4749;252;1;945
4753;265;-28;1022
4757;281;37;1169
4761;277;-2;1072
4765;325;-6;986
4769;360;-18;1016
4773;399;-25;1015
4777;445;-28;972
4781;295;-29;1084
4785;332;-61;876
4789;361;-44;812
4793;386;-14;861
4797;480;-16;902
4801;287;-91;767
4805;509;65;1148
4809;414;5;987
4813;417;23;996
4817;772;-27;791
4821;601;58;1003
4825;171;-58;785
4829;291;-11;937
4833;480;27;981
4837;283;-41;913
4841;398;4;1034
4845;381;-12;897
4849;196;-67;883
4853;300;-50;948
4857;308;-24;929
4861;195;-68;860
4865;295;21;972
4869;526;50;752
4873;306;54;1138
4877;422;-58;856
4881;238;-37;624
4885;260;-127;837
4889;473;-64;811
4893;657;57;956
4897;377;61;1061
4901;432;15;981
4905;653;52;1154
4909;285;44;1165
4913;787;152;976
4917;154;-72;813
4921;255;17;1087
4925;475;-60;652
4929;336;-9;1111
4933;265;-66;720
4937;178;-104;750
4941;819;16;877
4945;475;11;886
4949;608;-9;1312
4953;585;87;1216
4957;183;70;1058
4961;82;-36;995
4965;502;-21;725
4969;553;5;906
4973;495;148;1408
4977;312;-65;1333
4981;371;132;1186
4985;410;62;1424
4989;98;-110;818
4993;521;79;1062
4997;518;-21;607
5001;457;76;1102
5005;70;269;1261
5009;376;-89;562
5013;424;35;1062
5017;275;-58;831
5021;376;37;1030
5025;299;-6;540
5029;259;-7;997
5033;422;0;820
5037;298;5;1046
5041;334;36;1169
5045;213;-38;880
5049;465;9;838
5053;329;45;1051
5057;375;-111;751
5061;414;39;970
5065;180;-70;859
5069;369;26;1008
5073;409;16;750
5077;368;-17;864
5081;286;-12;1001
5085;374;2;869
5089;297;-25;998
5093;369;-3;889
5097;362;-26;964
5101;288;14;958
5105;385;18;813
5109;313;-26;933
5113;330;14;1039
5117;278;-23;1001
5121;341;-9;1023
5125;391;-15;932
5129;348;-7;890
5133;318;-9;1021
5137;345;-19;934
5141;335;-30;949
5145;295;-15;1040
5149;356;-18;955
5153;304;-34;923
5157;327;-12;954
5161;209;-23;879
5165;364;-3;964
5169;319;2;1041
5173;333;-26;952
5177;315;-9;981
5181;337;6;1031
5185;340;-13;947
5189;321;-3;973
5193;305;-3;966
5197;330;0;961
5201;374;9;983
5205;377;-6;972
5209;381;-4;949
5213;385;-2;937
5217;388;-5;933
5221;390;-4;931
5225;394;-3;931
5229;387;-10;932
5233;388;-4;944
5237;383;0;950
5241;380;1;963
5245;382;2;955
5249;381;-1;959
5253;389;-1;944
5257;389;-5;941
5261;386;-2;944
5265;390;-3;937
5269;386;-1;944
5273;388;-8;951
5277;387;-1;945
5281;388;-2;944
5285;382;-6;952
5289;383;-3;952
5293;380;0;951
5297;389;-4;937
5301;391;0;945
5305;390;-6;942
5309;383;-2;946
5313;380;-2;946
5317;385;-10;950
5321;384;-10;949
5325;390;-2;953
5329;387;-4;940
5333;385;-9;941
5337;387;-6;941
5341;388;3;948
5345;384;-6;949
5349;383;-10;950
5353;390;-8;949
5357;388;-1;944
5361;390;-5;951
5365;384;-2;947
5369;387;-2;948
5373;390;-4;948
5377;384;-4;945
5381;388;-9;940
5385;384;-4;945
5389;382;-2;949
5393;385;-4;948
5397;390;0;949
5401;392;0;937
5405;391;-5;939
5409;389;0;947
5413;383;0;941
5417;382;1;940
5421;390;-3;943
5425;384;-1;948
5429;387;-10;954
5433;382;-10;949
5437;383;-3;950
5441;384;0;946
5445;383;-10;946
5449;393;-2;943
5453;388;-4;955
5457;388;-5;946
5461;388;-9;951
5465;387;-2;951
5469;390;-7;941
5473;389;-8;943
5477;391;-12;937
5481;389;-5;939
5485;384;-4;954
5489;388;-11;950
5493;389;-5;947
5497;398;-8;951
5501;376;-3;956
5505;376;1;947
5509;397;-2;947
5513;393;3;938
5517;398;-1;939
5521;397;2;944
5525;376;-6;943
5529;389;1;943
5533;391;-6;945
5537;383;-5;946
5541;385;-10;955
5545;390;-7;945
5549;391;-8;945
5553;389;-1;952
5557;393;-5;949
5561;384;-4;951
5565;386;-7;952
5569;382;-5;948
5573;372;-7;945
5577;388;-5;955
5581;389;-9;940
5585;390;-7;940
5589;388;-2;950
5593;393;-1;950
5597;388;0;948
5601;395;-6;947
5605;387;0;940
5609;389;4;945
5613;393;-4;954
5617;393;1;944
5621;394;0;943
5625;390;-4;945
5629;389;-1;948
5633;393;-5;944
5637;389;-4;948
5641;384;-2;953
5645;386;0;946
5649;392;-2;947
5653;383;-9;955
5657;388;-1;947
5661;389;0;946
5665;397;-6;942
5669;386;-8;939
5673;390;-4;949
5677;387;-2;949
5681;387;-1;947
5685;390;-1;945
5689;395;-5;944
5693;390;-5;942
5697;391;-5;940
5701;391;-4;947
5705;390;3;947
5709;390;-1;947
5713;387;-2;941
5717;389;-1;948
5721;391;-6;945
5725;396;-2;949
5729;385;-4;949
5733;391;0;949
5737;388;-5;946
5741;388;0;943
5745;392;-1;955
5749;390;0;945
5753;387;-4;954
5757;382;-4;941
5761;385;-6;939
5765;383;-8;939
5769;383;-1;951
5773;391;-2;946
5777;388;-1;954
5781;389;-1;948
5785;388;-4;961
5789;389;-2;947
5793;389;1;949
5797;386;-7;943
5801;391;-4;950
5805;393;2;956
5809;386;-12;952
5813;383;-5;944
5817;389;-5;944
5821;392;-4;943
5825;389;-5;938
5829;389;1;940
5833;391;-3;942
5837;390;-7;943
5841;392;-6;945
5845;386;-4;954
5849;382;-1;945
5853;388;-4;940
5857;388;-1;948
5861;382;-2;951
5865;394;-4;949
5869;389;-2;939
5873;394;-1;940
5877;391;0;945
5881;389;-4;950
5885;389;0;950
5889;392;-4;943
5893;391;-5;944
5897;393;-5;952
5901;391;-1;945
5905;389;0;946
5909;381;-1;936
5913;389;0;944
5917;393;-4;942
5921;387;-4;941
5925;391;-5;944
5929;391;-6;950
5933;383;1;953
5937;383;-6;949
5941;390;-2;945
5945;384;2;950
5949;390;2;950
5953;380;0;942
5957;382;-5;942
5961;390;-4;942
5965;391;-5;947
5969;392;-11;946
5973;393;-4;940
5977;396;-5;950
5981;389;-4;944
5985;388;-4;941
5989;394;-6;947
5993;388;-5;946
5997;392;0;950
6001;391;-4;941
6005;380;-5;942
6009;387;-2;949
6013;390;0;943
9150;385;-2;933
15184;387;-3;933
21228;387;-3;932
27268;388;-3;932
33311;388;-3;932
39356;389;-3;932
45397;389;-3;932
51475;389;-3;931
57483;388;-3;932
63528;389;-3;931
69572;389;-3;933
72021;389;-3;931
72025;389;-3;931
72029;389;-3;931
72033;389;-3;931
72037;389;-3;931
72041;389;-3;931
72045;389;-3;931
72049;0;16;1067
72053;51;88;996
72057;-92;99;955
72061;25;47;1000
72065;89;51;1008
72069;89;16;1039
72073;75;12;1092
72077;94;32;1152
72081;78;27;1099
72085;45;4;1078
72089;34;-29;1050
72093;49;-37;1021
72097;55;-37;1066
72101;71;-26;1066
72105;52;-14;1072
72109;50;-33;1109
72113;77;-57;1096
72117;82;-30;1034
72121;81;-48;962
72125;110;3;996
72129;66;-6;1043
72133;77;12;1050
72137;81;-5;969
72141;139;-28;1039
72145;304;-93;1102
72149;351;-87;1224
72153;421;-52;1217
72157;153;-66;978
72161;228;-62;1122
72165;108;52;1237
72169;74;2;1203
72173;304;146;1309
72177;18;-100;1011
72181;82;-63;877
72185;-33;-19;1129
72189;104;-1;985
72193;-45;-31;996
72197;130;-28;1035
72201;15;-102;998
72205;-88;-58;1093
72209;-11;-78;1118
72213;-18;59;1185
72217;-39;-153;1070
72221;44;-96;962
72225;85;-181;846
72229;51;-145;936
72233;18;-7;1570
72237;-19;-70;1584
72241;62;-38;1937
72245;163;-80;1812
72249;260;-36;1657
72253;294;-51;1368
72257;297;-69;1277
72261;347;-106;1135
72265;351;-70;1080
72269;313;2;1074
72273;287;64;1003
72277;285;35;957
72281;249;83;864
72285;298;28;837
72289;265;7;809
72293;204;-56;877
72297;13;11;929
72301;-21;-146;982
72305;5;-131;1021
72309;-49;-67;1142
72313;-96;-103;1181
72317;-143;-180;1184
72321;-124;-210;1162
72325;-100;-226;1170
72329;-105;-172;1142
72333;-111;-173;1144
72337;-55;-185;1097
72341;-71;-121;1056
72345;-65;-63;1028
72349;65;59;986
72353;133;67;935
72357;199;-10;891
72361;228;-60;838
72365;250;-98;813
72369;264;-113;783
72373;250;-116;793
72377;263;-94;857
72381;275;-104;881
72385;227;-92;945
72389;183;-61;959
72393;174;-102;894
72397;147;-146;854
72401;122;-162;785
72405;4;-76;806
72409;57;-171;663
72413;18;-172;854
72417;14;-190;635
72421;57;-210;751
72425;-105;-63;1100
72429;-5;-211;745
72433;37;-146;920
72437;10;-127;1065
72441;-8;-94;1233
72445;115;-107;872
72449;94;-28;1086
72453;238;-31;1257
72457;264;-50;1328
72461;228;-148;968
72465;278;-56;1133
72469;215;-103;1041
72473;185;-66;1085
72477;178;-63;1055
72481;117;-89;994
72485;82;-104;942
72489;14;-138;928
72493;10;-194;826
72497;29;-204;835
72501;-14;-147;1141
72505;-54;-135;1000
72509;37;-141;1237
72513;-70;-142;1418
72517;-15;-189;1230
72521;20;-132;1439
72525;8;-122;1456
72529;-93;-154;1399
72533;-218;-319;958
72537;-148;-360;948
72541;-57;-271;818
72545;14;-246;824
72549;-108;-150;983
72553;-75;-202;950
72557;-8;-211;846
72561;132;-165;884
72565;147;-87;1047
72569;212;-97;1063
72573;245;-120;1055
72577;299;-55;1246
72581;308;-68;1230
72585;377;-30;1442
72589;402;-69;1389
72593;448;-64;1291
72597;414;-3;1347
72601;345;-22;1242
72605;191;-122;1142
72609;11;-111;1180
72613;-114;-162;1118
72617;-122;-231;985
72621;-235;-210;879
72625;-289;-132;937
72629;-292;-125;925
72633;-278;-114;894
72637;-241;-203;876
72641;-155;-275;719
72645;-191;-303;567
72649;-186;-281;419
72653;-48;-283;385
72657;132;-303;288
72661;158;-259;301
72665;244;-214;427
72669;267;-198;507
72673;311;-272;604
72677;331;-272;666
72681;314;-260;719
72685;331;-227;720
72689;802;0;671
72693;785;-106;659
72697;640;-140;837
72701;536;-206;866
72705;466;-198;713
72709;513;-160;688
72713;558;-202;661
72717;542;-227;603
72721;503;-199;610
72725;462;-233;637
72729;460;-257;659
72733;490;-272;554
72737;530;-203;615
72741;626;-170;713
72745;613;-222;726
72749;593;-263;722
72753;597;-292;697
72757;588;-318;515
72761;637;-207;566
72765;661;-182;580
72769;714;-212;530
72773;783;-204;465
72777;887;-177;408
72781;920;-111;360
72785;934;-71;311
72789;936;8;354
72793;939;61;430
72797;901;151;487
72801;831;185;605
72805;786;188;680
72809;673;167;822
72813;616;148;914
72817;576;145;1013
72821;585;91;1036
72825;521;62;1053
72829;277;60;1075
72833;274;63;1180
72837;292;154;1504
72841;320;208;1683
72845;403;215;1726
72849;459;180;1757
72853;461;174;1733
72857;436;142;1696
72861;410;133;1630
72865;330;112;1514
72869;311;99;1323
72873;256;94;1236
72877;242;67;1093
72881;228;71;1065
72885;243;109;1046
72889;277;122;992
72893;355;171;973
72897;400;174;956
72901;404;128;964
72905;299;-64;919
72909;226;-67;943
72913;-42;234;1051
72917;-20;79;993
72921;72;-18;964
72925;90;-101;911
72929;86;-135;858
72933;118;-114;839
72937;112;-54;826
72941;115;15;812
72945;68;128;730
72949;72;159;761
72953;137;231;737
72957;147;354;710
72961;150;326;601
72965;171;291;403
72969;129;220;290
72973;37;123;232
72977;11;102;171
72981;-79;52;123
72985;-107;40;130
72989;-170;-17;127
72993;-135;-150;44
72997;-316;223;243
73001;-169;144;457
73005;-349;102;224
73009;-465;7;91
73013;-380;96;-9
73017;-349;84;-53
73021;-382;124;-59
73025;-591;-96;14
73029;-557;-14;32
73033;-515;12;67
73037;-289;-5;159
73041;-78;25;372
73045;15;72;520
73049;89;59;749
73053;98;38;823
73057;146;-4;918
73061;462;135;1376
73065;319;116;1532
73069;381;-79;1784
73073;436;-82;1932
73077;-567;-2140;359
73081;1238;-5602;1445
73085;1869;4434;7670
73089;4875;1096;4716
73093;842;405;1790
73097;1090;69;1341
73101;2205;321;2177
73105;1419;8;1513
73109;1269;434;1344
73113;847;378;1293
73117;537;224;1168
73121;464;237;1161
73125;657;307;978
73129;620;397;965
73133;415;194;1041
73137;291;157;990
73141;311;146;983
73145;420;118;954
73149;471;115;969
73153;477;61;974
73157;466;86;956
73161;473;91;945
73165;458;85;889
73169;444;76;868
73173;407;73;816
73177;378;82;778
73181;336;83;758
73185;275;61;719
73189;250;47;708
73193;180;19;708
73197;154;0;734
73201;182;9;718
73205;207;-44;633
73209;231;-22;611
73213;270;-201;519
73217;269;-184;522
73221;282;9;529
73225;236;102;579
73229;61;113;667
73233;-65;263;675
73237;-78;147;623
73241;-188;193;575
73245;-202;243;517
73249;-214;-12;162
73253;-277;-216;137
73257;-257;-257;167
73261;-217;-258;152
73265;-177;-222;163
73269;-10;-61;140
73273;41;-54;152
73277;122;-106;200
73281;223;-180;196
73285;252;-177;264
73289;324;-175;349
73293;345;-201;398
73297;379;-277;559
73301;469;242;763
73305;1074;55;587
73309;1388;217;722
73313;1542;102;839
73317;1792;102;988
73321;1934;158;1220
73325;1974;54;1306
73329;1843;-166;1450
73333;1697;-9;1458
73337;1523;187;2412
73341;1202;172;1637
73345;804;366;1777
73349;588;428;1622
73353;140;311;1465
73357;42;-58;1125
73361;44;-164;906
73365;246;-6;768
73369;311;29;571
73373;422;31;554
73377;535;-247;161
73381;519;-140;70
73385;698;11;380
73389;644;144;420
73393;531;105;428
73397;482;9;510
73401;382;9;547
73405;428;13;555
73409;462;-40;568
73413;557;-24;719
73417;647;-15;790
73421;734;109;898
73425;785;162;979
73429;766;177;1028
73433;792;142;1031
73437;804;142;990
73441;936;93;820
73445;972;75;726
73449;1021;57;700
73453;1022;76;677
73457;1019;67;659
73461;974;60;665
73465;924;54;690
73469;812;45;724
73473;684;88;816
73477;623;79;857
73481;524;55;932
73485;496;58;925
73489;503;19;830
73493;494;255;692
73497;515;479;684
73501;657;138;398
73505;720;-107;254
73509;866;-1173;105
73513;745;-1368;-80
73517;496;-981;-103
73521;335;-39;9
73525;245;149;58
73529;218;-40;-40
73533;315;-167;29
73537;357;125;389
73541;396;219;906
73545;560;175;1126
73549;815;98;1246
73553;895;179;1272
73557;962;529;3124
73561;1104;152;1769
73565;930;248;1947
73569;818;253;1925
73573;770;200;1871
73577;711;132;1763
73581;691;106;1675
73585;674;61;1480
73589;637;107;1297
73593;514;100;1236
73597;448;137;1053
73601;469;63;952
73605;483;87;769
73609;491;100;678
73613;513;63;666
73617;535;15;629
74551;-289;-1;1081
74555;-289;-1;1081
74559;-289;-1;1081
74563;-289;-1;1081
74567;-289;-1;1081
74571;-289;-1;1081
74575;-289;-1;1081
74579;-289;-1;1081
74583;-289;-1;1081
74587;-289;-1;1081
74591;-289;-1;1081
74595;-289;-1;1081
74599;-289;-1;1081
74603;-289;-1;1081
74607;-289;-1;1081
74611;785;369;1357
74615;712;395;1313
74619;673;394;1260
74623;542;366;1217
74627;369;362;1125
74631;269;324;1067
74635;57;300;957
74639;-9;259;890
74643;-183;273;836
74647;-353;306;812
74651;-389;411;765
74655;-465;737;654
74659;-690;687;669
74663;-2000;-766;682
74667;-1953;-115;942
74671;-2206;-42;1040
74675;-2584;-84;1043
74679;-2615;-221;1139
74683;-2717;-253;1131
74687;-2706;-274;1286
74691;-2427;-165;1324
74695;-1913;-7;1151
74699;-1687;54;1118
74703;-1272;267;1130
74707;-1123;325;1143
74711;-863;354;1116
74715;-758;382;1061
74719;-573;410;1052
74723;-282;460;1055
74727;-122;419;1073
74731;143;237;1075
74735;251;252;1364
74739;294;-26;1138
74743;2980;2017;1016
74747;1535;685;800
74751;2527;257;776
74755;2899;234;930
74759;3597;416;919
74763;3878;522;835
74767;4317;519;781
74771;4508;597;655
74775;4428;588;679
74779;4254;542;461
74783;4029;572;246
74787;3370;477;-16
74791;2598;109;-546
74795;2184;26;-221
74799;1559;425;-306
74803;1175;447;-224
74807;543;272;9
74811;277;114;306
74815;-87;247;411
74819;-284;509;555
74823;-338;649;662
74827;-416;589;748
74831;-430;543;745
74835;-512;541;806
74839;-1031;289;2331
74843;-950;320;1002
74847;-1817;-80;2032
74851;-1658;-468;2013
74855;-1732;566;2059
74859;-1858;620;2122
74863;-2322;605;2166
74867;-2814;334;2210
74871;-2994;328;2115
74875;-3263;56;2151
74879;-3324;-3;2070
74883;-3129;7;1949
74887;-2474;154;1696
74891;-2082;239;1536
74895;-1276;343;1260
74899;-914;408;1141
74903;-332;428;1003
74907;-142;423;990
74911;158;327;966
74915;354;89;919
74919;365;114;916
74923;359;-28;1043
74927;457;-70;715
74931;1682;800;734
74935;2092;330;870
74939;2415;402;797
74943;2988;507;768
74947;3279;512;734
74951;3672;533;623
74955;3870;591;528
74959;4066;571;548
74963;4271;616;506
74967;4241;681;389
74971;3642;678;178
74975;3098;621;335
74979;2010;634;449
74983;1082;565;581
74987;706;532;643
74991;51;462;769
74995;-178;421;780
74999;-389;567;761
75003;-457;1025;697
75007;-640;1148;818
75011;-1518;980;1379
75015;-2910;-1052;1099
75019;-2316;702;1564
75023;-2631;747;1992
75027;-3282;561;2083
75031;-3719;172;2183
75035;-3914;51;2201
75039;-4050;-32;2031
75043;-4041;-38;1750
75047;-3803;-65;1507
75051;-3481;124;1211
75055;-2565;161;963
75059;-1681;418;718
75063;-1317;509;682
75067;-661;646;629
75071;-437;613;546
75075;-100;377;476
75079;188;29;669
75083;278;-216;744
75087;412;-368;948
75091;3442;2318;1840
75095;3240;1260;1061
75099;3430;814;1229
75103;4190;848;1282
75107;4613;851;1556
75111;4733;877;1593
75115;4819;925;1603
75119;4696;938;1246
75123;3809;843;1098
75127;2460;716;994
75131;1826;643;984
75135;729;549;1007
75139;287;467;983
75143;-284;461;923
75147;-418;631;851
75151;-542;713;863
75155;-763;671;819
